"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","3204.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3205.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3206.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3207.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3208.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3209.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3210.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3211.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3212.000","3.625","2.250","72.40"
"2250mAh 1s 1C 2.25A","3213.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3214.000","3.625","2.250","72.20"
"2250mAh 1s 1C 2.25A","3215.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3216.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3217.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3218.000","3.625","2.250","72.20"
"2250mAh 1s 1C 2.25A","3219.000","3.625","2.250","72.20"
"2250mAh 1s 1C 2.25A","3220.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3221.000","3.625","2.250","72.40"
"2250mAh 1s 1C 2.25A","3222.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3223.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3224.000","3.625","2.250","72.20"
"2250mAh 1s 1C 2.25A","3225.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3226.000","3.625","2.250","72.30"
"2250mAh 1s 1C 2.25A","3227.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3228.000","3.623","2.250","72.20"
"2250mAh 1s 1C 2.25A","3229.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3230.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3231.000","3.623","2.250","72.40"
"2250mAh 1s 1C 2.25A","3232.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3233.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3234.000","3.623","2.250","72.40"
"2250mAh 1s 1C 2.25A","3235.000","3.623","2.250","72.40"
"2250mAh 1s 1C 2.25A","3236.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3237.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3238.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3239.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3240.000","3.623","2.250","72.40"
"2250mAh 1s 1C 2.25A","3241.000","3.623","2.250","72.20"
"2250mAh 1s 1C 2.25A","3242.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3243.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3244.000","3.623","2.250","72.30"
"2250mAh 1s 1C 2.25A","3245.000","3.622","2.250","72.20"
"2250mAh 1s 1C 2.25A","3246.000","3.622","2.250","72.20"
"2250mAh 1s 1C 2.25A","3247.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3248.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3249.000","3.622","2.250","72.30"
"2250mAh 1s 1C 2.25A","3250.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3251.000","3.622","2.250","72.30"
"2250mAh 1s 1C 2.25A","3252.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3253.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3254.000","3.622","2.250","72.40"
"2250mAh 1s 1C 2.25A","3255.000","3.621","2.250","72.20"
"2250mAh 1s 1C 2.25A","3256.000","3.621","2.250","72.40"
"2250mAh 1s 1C 2.25A","3257.000","3.621","2.250","72.30"
"2250mAh 1s 1C 2.25A","3258.000","3.621","2.250","72.30"
"2250mAh 1s 1C 2.25A","3259.000","3.621","2.250","72.40"
"2250mAh 1s 1C 2.25A","3260.000","3.621","2.250","72.40"
"2250mAh 1s 1C 2.25A","3261.000","3.621","2.250","72.40"
"2250mAh 1s 1C 2.25A","3262.000","3.621","2.250","72.30"
"2250mAh 1s 1C 2.25A","3263.000","3.621","2.250","72.30"
"2250mAh 1s 1C 2.25A","3264.000","3.620","2.250","72.30"
"2250mAh 1s 1C 2.25A","3265.000","3.621","2.250","72.20"
"2250mAh 1s 1C 2.25A","3266.000","3.620","2.250","72.40"
"2250mAh 1s 1C 2.25A","3267.000","3.621","2.250","72.20"
"2250mAh 1s 1C 2.25A","3268.000","3.620","2.250","72.40"
"2250mAh 1s 1C 2.25A","3269.000","3.620","2.250","72.40"
"2250mAh 1s 1C 2.25A","3270.000","3.620","2.250","72.40"
"2250mAh 1s 1C 2.25A","3271.000","3.620","2.250","72.40"
"2250mAh 1s 1C 2.25A","3272.000","3.618","2.250","72.30"
"2250mAh 1s 1C 2.25A","3273.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3274.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3275.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3276.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3277.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3278.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3279.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3280.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3281.000","3.617","2.250","72.30"
"2250mAh 1s 1C 2.25A","3282.000","3.618","2.250","72.40"
"2250mAh 1s 1C 2.25A","3283.000","3.617","2.250","72.40"
"2250mAh 1s 1C 2.25A","3284.000","3.617","2.250","72.40"
"2250mAh 1s 1C 2.25A","3285.000","3.616","2.250","72.40"
"2250mAh 1s 1C 2.25A","3286.000","3.616","2.250","72.40"
"2250mAh 1s 1C 2.25A","3287.000","3.616","2.250","72.40"
"2250mAh 1s 1C 2.25A","3288.000","3.616","2.250","72.40"
"2250mAh 1s 1C 2.25A","3289.000","3.616","2.250","72.40"
"2250mAh 1s 1C 2.25A","3290.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3291.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3292.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3293.000","3.615","2.250","72.30"
"2250mAh 1s 1C 2.25A","3294.000","3.615","2.250","72.30"
"2250mAh 1s 1C 2.25A","3295.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3296.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3297.000","3.615","2.250","72.40"
"2250mAh 1s 1C 2.25A","3298.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3299.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3300.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3301.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3302.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3303.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3304.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3305.000","3.613","2.250","72.40"
"2250mAh 1s 1C 2.25A","3306.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3307.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3308.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3309.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3310.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3311.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3312.000","3.612","2.250","72.40"
"2250mAh 1s 1C 2.25A","3313.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3314.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3315.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3316.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3317.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3318.000","3.611","2.250","72.40"
"2250mAh 1s 1C 2.25A","3319.000","3.610","2.250","72.40"
"2250mAh 1s 1C 2.25A","3320.000","3.610","2.250","72.40"
"2250mAh 1s 1C 2.25A","3321.000","3.610","2.250","72.40"
"2250mAh 1s 1C 2.25A","3322.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3323.000","3.610","2.250","72.50"
"2250mAh 1s 1C 2.25A","3324.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3325.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3326.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3327.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3328.000","3.607","2.250","72.40"
"2250mAh 1s 1C 2.25A","3329.000","3.608","2.250","72.40"
"2250mAh 1s 1C 2.25A","3330.000","3.607","2.250","72.40"
"2250mAh 1s 1C 2.25A","3331.000","3.607","2.250","72.40"
"2250mAh 1s 1C 2.25A","3332.000","3.607","2.250","72.40"
"2250mAh 1s 1C 2.25A","3333.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3334.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3335.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3336.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3337.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3338.000","3.604","2.250","72.40"
"2250mAh 1s 1C 2.25A","3339.000","3.606","2.250","72.40"
"2250mAh 1s 1C 2.25A","3340.000","3.604","2.250","72.40"
"2250mAh 1s 1C 2.25A","3341.000","3.604","2.250","72.50"
"2250mAh 1s 1C 2.25A","3342.000","3.604","2.250","72.50"
"2250mAh 1s 1C 2.25A","3343.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3344.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3345.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3346.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3347.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3348.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3349.000","3.603","2.250","72.40"
"2250mAh 1s 1C 2.25A","3350.000","3.602","2.250","72.40"
"2250mAh 1s 1C 2.25A","3351.000","3.602","2.250","72.50"
"2250mAh 1s 1C 2.25A","3352.000","3.601","2.250","72.50"
"2250mAh 1s 1C 2.25A","3353.000","3.601","2.250","72.50"
"2250mAh 1s 1C 2.25A","3354.000","3.601","2.250","72.50"
"2250mAh 1s 1C 2.25A","3355.000","3.601","2.250","72.40"
"2250mAh 1s 1C 2.25A","3356.000","3.601","2.250","72.40"
"2250mAh 1s 1C 2.25A","3357.000","3.599","2.250","72.50"
"2250mAh 1s 1C 2.25A","3358.000","3.599","2.250","72.50"
"2250mAh 1s 1C 2.25A","3359.000","3.599","2.250","72.50"
"2250mAh 1s 1C 2.25A","3360.000","3.598","2.250","72.50"
"2250mAh 1s 1C 2.25A","3361.000","3.598","2.250","72.50"
"2250mAh 1s 1C 2.25A","3362.000","3.598","2.250","72.50"
"2250mAh 1s 1C 2.25A","3363.000","3.598","2.250","72.40"
"2250mAh 1s 1C 2.25A","3364.000","3.598","2.250","72.50"
"2250mAh 1s 1C 2.25A","3365.000","3.598","2.250","72.40"
"2250mAh 1s 1C 2.25A","3366.000","3.597","2.250","72.50"
"2250mAh 1s 1C 2.25A","3367.000","3.597","2.250","72.40"
"2250mAh 1s 1C 2.25A","3368.000","3.596","2.250","72.50"
"2250mAh 1s 1C 2.25A","3369.000","3.596","2.250","72.40"
"2250mAh 1s 1C 2.25A","3370.000","3.596","2.250","72.50"
"2250mAh 1s 1C 2.25A","3371.000","3.594","2.250","72.50"
"2250mAh 1s 1C 2.25A","3372.000","3.594","2.250","72.50"
"2250mAh 1s 1C 2.25A","3373.000","3.593","2.250","72.40"
"2250mAh 1s 1C 2.25A","3374.000","3.593","2.250","72.50"
"2250mAh 1s 1C 2.25A","3375.000","3.593","2.250","72.50"
"2250mAh 1s 1C 2.25A","3376.000","3.593","2.250","72.50"
"2250mAh 1s 1C 2.25A","3377.000","3.592","2.250","72.50"
"2250mAh 1s 1C 2.25A","3378.000","3.592","2.250","72.50"
"2250mAh 1s 1C 2.25A","3379.000","3.592","2.250","72.50"
"2250mAh 1s 1C 2.25A","3380.000","3.592","2.250","72.50"
"2250mAh 1s 1C 2.25A","3381.000","3.591","2.250","72.50"
"2250mAh 1s 1C 2.25A","3382.000","3.591","2.250","72.50"
"2250mAh 1s 1C 2.25A","3383.000","3.589","2.250","72.50"
"2250mAh 1s 1C 2.25A","3384.000","3.589","2.250","72.50"
"2250mAh 1s 1C 2.25A","3385.000","3.589","2.250","72.50"
"2250mAh 1s 1C 2.25A","3386.000","3.589","2.250","72.50"
"2250mAh 1s 1C 2.25A","3387.000","3.588","2.250","72.50"
"2250mAh 1s 1C 2.25A","3388.000","3.588","2.250","72.50"
"2250mAh 1s 1C 2.25A","3389.000","3.588","2.250","72.50"
"2250mAh 1s 1C 2.25A","3390.000","3.587","2.250","72.50"
"2250mAh 1s 1C 2.25A","3391.000","3.586","2.250","72.50"
"2250mAh 1s 1C 2.25A","3392.000","3.586","2.250","72.50"
"2250mAh 1s 1C 2.25A","3393.000","3.586","2.250","72.50"
"2250mAh 1s 1C 2.25A","3394.000","3.586","2.250","72.50"
"2250mAh 1s 1C 2.25A","3395.000","3.584","2.250","72.50"
"2250mAh 1s 1C 2.25A","3396.000","3.584","2.250","72.50"
"2250mAh 1s 1C 2.25A","3397.000","3.583","2.250","72.50"
"2250mAh 1s 1C 2.25A","3398.000","3.583","2.250","72.50"
"2250mAh 1s 1C 2.25A","3399.000","3.583","2.250","72.50"
"2250mAh 1s 1C 2.25A","3400.000","3.583","2.250","72.50"
"2250mAh 1s 1C 2.25A","3401.000","3.582","2.250","72.50"
"2250mAh 1s 1C 2.25A","3402.000","3.582","2.250","72.60"
"2250mAh 1s 1C 2.25A","3403.000","3.581","2.250","72.50"
"2250mAh 1s 1C 2.25A","3404.000","3.581","2.250","72.50"
"2250mAh 1s 1C 2.25A","3405.000","3.581","2.250","72.50"
"2250mAh 1s 1C 2.25A","3406.000","3.579","2.250","72.60"
"2250mAh 1s 1C 2.25A","3407.000","3.579","2.250","72.50"
"2250mAh 1s 1C 2.25A","3408.000","3.578","2.250","72.50"
"2250mAh 1s 1C 2.25A","3409.000","3.578","2.250","72.50"
"2250mAh 1s 1C 2.25A","3410.000","3.578","2.250","72.50"
"2250mAh 1s 1C 2.25A","3411.000","3.578","2.250","72.60"
"2250mAh 1s 1C 2.25A","3412.000","3.577","2.250","72.50"
"2250mAh 1s 1C 2.25A","3413.000","3.576","2.250","72.60"
"2250mAh 1s 1C 2.25A","3414.000","3.574","2.250","72.50"
"2250mAh 1s 1C 2.25A","3415.000","3.574","2.250","72.60"
"2250mAh 1s 1C 2.25A","3416.000","3.573","2.250","72.60"
"2250mAh 1s 1C 2.25A","3417.000","3.573","2.250","72.60"
"2250mAh 1s 1C 2.25A","3418.000","3.573","2.250","72.50"
"2250mAh 1s 1C 2.25A","3419.000","3.572","2.250","72.50"
"2250mAh 1s 1C 2.25A","3420.000","3.572","2.250","72.60"
"2250mAh 1s 1C 2.25A","3421.000","3.571","2.250","72.60"
"2250mAh 1s 1C 2.25A","3422.000","3.571","2.250","72.50"
"2250mAh 1s 1C 2.25A","3423.000","3.569","2.250","72.50"
"2250mAh 1s 1C 2.25A","3424.000","3.569","2.250","72.60"
"2250mAh 1s 1C 2.25A","3425.000","3.568","2.250","72.60"
"2250mAh 1s 1C 2.25A","3426.000","3.568","2.250","72.50"
"2250mAh 1s 1C 2.25A","3427.000","3.568","2.250","72.50"
"2250mAh 1s 1C 2.25A","3428.000","3.567","2.250","72.60"
"2250mAh 1s 1C 2.25A","3429.000","3.567","2.250","72.50"
"2250mAh 1s 1C 2.25A","3430.000","3.566","2.250","72.60"
"2250mAh 1s 1C 2.25A","3431.000","3.566","2.250","72.60"
"2250mAh 1s 1C 2.25A","3432.000","3.564","2.250","72.50"
"2250mAh 1s 1C 2.25A","3433.000","3.564","2.250","72.50"
"2250mAh 1s 1C 2.25A","3434.000","3.563","2.250","72.60"
"2250mAh 1s 1C 2.25A","3435.000","3.563","2.250","72.50"
"2250mAh 1s 1C 2.25A","3436.000","3.563","2.250","72.60"
"2250mAh 1s 1C 2.25A","3437.000","3.562","2.250","72.50"
"2250mAh 1s 1C 2.25A","3438.000","3.561","2.250","72.60"
"2250mAh 1s 1C 2.25A","3439.000","3.561","2.250","72.60"
"2250mAh 1s 1C 2.25A","3440.000","3.561","2.250","72.60"
"2250mAh 1s 1C 2.25A","3441.000","3.559","2.250","72.60"
"2250mAh 1s 1C 2.25A","3442.000","3.558","2.250","72.60"
"2250mAh 1s 1C 2.25A","3443.000","3.558","2.250","72.60"
"2250mAh 1s 1C 2.25A","3444.000","3.557","2.250","72.60"
"2250mAh 1s 1C 2.25A","3445.000","3.557","2.250","72.60"
"2250mAh 1s 1C 2.25A","3446.000","3.555","2.250","72.60"
"2250mAh 1s 1C 2.25A","3447.000","3.554","2.250","72.60"
"2250mAh 1s 1C 2.25A","3448.000","3.553","2.250","72.50"
"2250mAh 1s 1C 2.25A","3449.000","3.553","2.250","72.50"
"2250mAh 1s 1C 2.25A","3450.000","3.553","2.250","72.60"
"2250mAh 1s 1C 2.25A","3451.000","3.552","2.250","72.60"
"2250mAh 1s 1C 2.25A","3452.000","3.550","2.250","72.60"
"2250mAh 1s 1C 2.25A","3453.000","3.550","2.250","72.60"
"2250mAh 1s 1C 2.25A","3454.000","3.549","2.250","72.60"
"2250mAh 1s 1C 2.25A","3455.000","3.549","2.250","72.60"
"2250mAh 1s 1C 2.25A","3456.000","3.548","2.250","72.60"
"2250mAh 1s 1C 2.25A","3457.000","3.548","2.250","72.60"
"2250mAh 1s 1C 2.25A","3458.000","3.547","2.250","72.60"
"2250mAh 1s 1C 2.25A","3459.000","3.545","2.250","72.60"
"2250mAh 1s 1C 2.25A","3460.000","3.545","2.250","72.60"
"2250mAh 1s 1C 2.25A","3461.000","3.545","2.250","72.60"
"2250mAh 1s 1C 2.25A","3462.000","3.544","2.250","72.60"
"2250mAh 1s 1C 2.25A","3463.000","3.543","2.250","72.60"
"2250mAh 1s 1C 2.25A","3464.000","3.543","2.250","72.60"
"2250mAh 1s 1C 2.25A","3465.000","3.542","2.250","72.60"
"2250mAh 1s 1C 2.25A","3466.000","3.540","2.250","72.70"
"2250mAh 1s 1C 2.25A","3467.000","3.540","2.250","72.70"
"2250mAh 1s 1C 2.25A","3468.000","3.539","2.250","72.60"
"2250mAh 1s 1C 2.25A","3469.000","3.538","2.250","72.60"
"2250mAh 1s 1C 2.25A","3470.000","3.538","2.250","72.70"
"2250mAh 1s 1C 2.25A","3471.000","3.537","2.250","72.70"
"2250mAh 1s 1C 2.25A","3472.000","3.535","2.250","72.60"
"2250mAh 1s 1C 2.25A","3473.000","3.534","2.250","72.70"
"2250mAh 1s 1C 2.25A","3474.000","3.533","2.250","72.60"
"2250mAh 1s 1C 2.25A","3475.000","3.533","2.250","72.60"
"2250mAh 1s 1C 2.25A","3476.000","3.532","2.250","72.60"
"2250mAh 1s 1C 2.25A","3477.000","3.530","2.250","72.60"
"2250mAh 1s 1C 2.25A","3478.000","3.529","2.250","72.60"
"2250mAh 1s 1C 2.25A","3479.000","3.529","2.250","72.70"
"2250mAh 1s 1C 2.25A","3480.000","3.528","2.250","72.70"
"2250mAh 1s 1C 2.25A","3481.000","3.528","2.250","72.70"
"2250mAh 1s 1C 2.25A","3482.000","3.527","2.250","72.70"
"2250mAh 1s 1C 2.25A","3483.000","3.525","2.250","72.70"
"2250mAh 1s 1C 2.25A","3484.000","3.524","2.250","72.60"
"2250mAh 1s 1C 2.25A","3485.000","3.523","2.250","72.70"
"2250mAh 1s 1C 2.25A","3486.000","3.523","2.250","72.70"
"2250mAh 1s 1C 2.25A","3487.000","3.522","2.250","72.70"
"2250mAh 1s 1C 2.25A","3488.000","3.520","2.250","72.70"
"2250mAh 1s 1C 2.25A","3489.000","3.519","2.250","72.60"
"2250mAh 1s 1C 2.25A","3490.000","3.519","2.250","72.70"
"2250mAh 1s 1C 2.25A","3491.000","3.518","2.250","72.70"
"2250mAh 1s 1C 2.25A","3492.000","3.518","2.250","72.70"
"2250mAh 1s 1C 2.25A","3493.000","3.517","2.250","72.70"
"2250mAh 1s 1C 2.25A","3494.000","3.515","2.250","72.70"
"2250mAh 1s 1C 2.25A","3495.000","3.514","2.250","72.70"
"2250mAh 1s 1C 2.25A","3496.000","3.513","2.250","72.70"
"2250mAh 1s 1C 2.25A","3497.000","3.513","2.250","72.70"
"2250mAh 1s 1C 2.25A","3498.000","3.512","2.250","72.70"
"2250mAh 1s 1C 2.25A","3499.000","3.510","2.250","72.70"
"2250mAh 1s 1C 2.25A","3500.000","3.509","2.250","72.70"
"2250mAh 1s 1C 2.25A","3501.000","3.508","2.250","72.80"
"2250mAh 1s 1C 2.25A","3502.000","3.508","2.250","72.70"
"2250mAh 1s 1C 2.25A","3503.000","3.506","2.250","72.80"
"2250mAh 1s 1C 2.25A","3504.000","3.505","2.250","72.80"
"2250mAh 1s 1C 2.25A","3505.000","3.504","2.250","72.80"
"2250mAh 1s 1C 2.25A","3506.000","3.503","2.250","72.70"
"2250mAh 1s 1C 2.25A","3507.000","3.501","2.250","72.80"
"2250mAh 1s 1C 2.25A","3508.000","3.500","2.250","72.80"
"2250mAh 1s 1C 2.25A","3509.000","3.500","2.250","72.80"
"2250mAh 1s 1C 2.25A","3510.000","3.499","2.250","72.80"
"2250mAh 1s 1C 2.25A","3511.000","3.498","2.250","72.70"
"2250mAh 1s 1C 2.25A","3512.000","3.496","2.250","72.70"
"2250mAh 1s 1C 2.25A","3513.000","3.494","2.250","72.80"
"2250mAh 1s 1C 2.25A","3514.000","3.493","2.250","72.70"
"2250mAh 1s 1C 2.25A","3515.000","3.493","2.250","72.80"
"2250mAh 1s 1C 2.25A","3516.000","3.491","2.250","72.80"
"2250mAh 1s 1C 2.25A","3517.000","3.490","2.250","72.70"
"2250mAh 1s 1C 2.25A","3518.000","3.489","2.250","72.70"
"2250mAh 1s 1C 2.25A","3519.000","3.488","2.250","72.80"
"2250mAh 1s 1C 2.25A","3520.000","3.486","2.250","72.80"
"2250mAh 1s 1C 2.25A","3521.000","3.485","2.250","72.80"
"2250mAh 1s 1C 2.25A","3522.000","3.484","2.250","72.80"
"2250mAh 1s 1C 2.25A","3523.000","3.483","2.250","72.80"
"2250mAh 1s 1C 2.25A","3524.000","3.483","2.250","72.70"
"2250mAh 1s 1C 2.25A","3525.000","3.481","2.250","72.80"
"2250mAh 1s 1C 2.25A","3526.000","3.480","2.250","72.80"
"2250mAh 1s 1C 2.25A","3527.000","3.479","2.250","72.80"
"2250mAh 1s 1C 2.25A","3528.000","3.478","2.250","72.80"
"2250mAh 1s 1C 2.25A","3529.000","3.476","2.250","72.80"
"2250mAh 1s 1C 2.25A","3530.000","3.474","2.250","72.80"
"2250mAh 1s 1C 2.25A","3531.000","3.473","2.250","72.80"
"2250mAh 1s 1C 2.25A","3532.000","3.471","2.250","72.70"
"2250mAh 1s 1C 2.25A","3533.000","3.470","2.250","72.80"
"2250mAh 1s 1C 2.25A","3534.000","3.469","2.250","72.80"
"2250mAh 1s 1C 2.25A","3535.000","3.468","2.250","72.80"
"2250mAh 1s 1C 2.25A","3536.000","3.466","2.250","72.90"
"2250mAh 1s 1C 2.25A","3537.000","3.465","2.250","72.80"
"2250mAh 1s 1C 2.25A","3538.000","3.464","2.250","72.80"
"2250mAh 1s 1C 2.25A","3539.000","3.463","2.250","72.80"
"2250mAh 1s 1C 2.25A","3540.000","3.461","2.250","72.70"
"2250mAh 1s 1C 2.25A","3541.000","3.460","2.250","72.80"
"2250mAh 1s 1C 2.25A","3542.000","3.459","2.250","72.80"
"2250mAh 1s 1C 2.25A","3543.000","3.456","2.250","72.80"
"2250mAh 1s 1C 2.25A","3544.000","3.455","2.250","72.80"
"2250mAh 1s 1C 2.25A","3545.000","3.454","2.250","72.90"
"2250mAh 1s 1C 2.25A","3546.000","3.451","2.250","72.80"
"2250mAh 1s 1C 2.25A","3547.000","3.451","2.250","72.80"
"2250mAh 1s 1C 2.25A","3548.000","3.449","2.250","72.80"
"2250mAh 1s 1C 2.25A","3549.000","3.447","2.250","72.80"
"2250mAh 1s 1C 2.25A","3550.000","3.446","2.250","72.90"
"2250mAh 1s 1C 2.25A","3551.000","3.444","2.250","72.80"
"2250mAh 1s 1C 2.25A","3552.000","3.442","2.250","72.80"
"2250mAh 1s 1C 2.25A","3553.000","3.442","2.250","72.80"
"2250mAh 1s 1C 2.25A","3554.000","3.441","2.250","72.90"
"2250mAh 1s 1C 2.25A","3555.000","3.440","2.250","72.80"
"2250mAh 1s 1C 2.25A","3556.000","3.437","2.250","72.80"
"2250mAh 1s 1C 2.25A","3557.000","3.436","2.250","72.90"
"2250mAh 1s 1C 2.25A","3558.000","3.435","2.250","72.80"
"2250mAh 1s 1C 2.25A","3559.000","3.432","2.250","72.80"
"2250mAh 1s 1C 2.25A","3560.000","3.430","2.250","72.90"
"2250mAh 1s 1C 2.25A","3561.000","3.430","2.250","72.80"
"2250mAh 1s 1C 2.25A","3562.000","3.427","2.250","72.90"
"2250mAh 1s 1C 2.25A","3563.000","3.426","2.250","72.80"
"2250mAh 1s 1C 2.25A","3564.000","3.425","2.250","72.90"
"2250mAh 1s 1C 2.25A","3565.000","3.422","2.250","72.90"
"2250mAh 1s 1C 2.25A","3566.000","3.421","2.250","72.80"
"2250mAh 1s 1C 2.25A","3567.000","3.420","2.250","72.90"
"2250mAh 1s 1C 2.25A","3568.000","3.419","2.250","72.90"
"2250mAh 1s 1C 2.25A","3569.000","3.416","2.250","72.90"
"2250mAh 1s 1C 2.25A","3570.000","3.414","2.250","72.90"
"2250mAh 1s 1C 2.25A","3571.000","3.411","2.250","72.90"
"2250mAh 1s 1C 2.25A","3572.000","3.410","2.250","72.90"
"2250mAh 1s 1C 2.25A","3573.000","3.408","2.250","72.90"
"2250mAh 1s 1C 2.25A","3574.000","3.406","2.250","72.90"
"2250mAh 1s 1C 2.25A","3575.000","3.405","2.250","72.90"
"2250mAh 1s 1C 2.25A","3576.000","3.402","2.250","72.90"
"2250mAh 1s 1C 2.25A","3577.000","3.401","2.250","73.00"
"2250mAh 1s 1C 2.25A","3578.000","3.400","2.250","72.90"
"2250mAh 1s 1C 2.25A","3579.000","3.397","2.250","73.00"
"2250mAh 1s 1C 2.25A","3580.000","3.396","2.250","72.90"
"2250mAh 1s 1C 2.25A","3581.000","3.393","2.250","72.90"
"2250mAh 1s 1C 2.25A","3582.000","3.391","2.250","72.90"
"2250mAh 1s 1C 2.25A","3583.000","3.390","2.250","73.00"
"2250mAh 1s 1C 2.25A","3584.000","3.387","2.250","72.90"
