"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","983.000","3.876","2.250","70.60"
"2250mAh 1s 1C 2.25A","984.000","3.876","2.250","70.70"
"2250mAh 1s 1C 2.25A","985.000","3.876","2.250","70.60"
"2250mAh 1s 1C 2.25A","986.000","3.876","2.250","70.60"
"2250mAh 1s 1C 2.25A","987.000","3.876","2.250","70.60"
"2250mAh 1s 1C 2.25A","988.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","989.000","3.876","2.250","70.70"
"2250mAh 1s 1C 2.25A","990.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","991.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","992.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","993.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","994.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","995.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","996.000","3.875","2.250","70.60"
"2250mAh 1s 1C 2.25A","997.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","998.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","999.000","3.873","2.250","70.50"
"2250mAh 1s 1C 2.25A","1000.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","1001.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","1002.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","1003.000","3.873","2.250","70.60"
"2250mAh 1s 1C 2.25A","1004.000","3.873","2.250","70.50"
"2250mAh 1s 1C 2.25A","1005.000","3.872","2.250","70.60"
"2250mAh 1s 1C 2.25A","1006.000","3.872","2.250","70.60"
"2250mAh 1s 1C 2.25A","1007.000","3.872","2.250","70.50"
"2250mAh 1s 1C 2.25A","1008.000","3.872","2.250","70.50"
"2250mAh 1s 1C 2.25A","1009.000","3.872","2.250","70.60"
"2250mAh 1s 1C 2.25A","1010.000","3.872","2.250","70.60"
"2250mAh 1s 1C 2.25A","1011.000","3.872","2.250","70.60"
"2250mAh 1s 1C 2.25A","1012.000","3.872","2.250","70.50"
"2250mAh 1s 1C 2.25A","1013.000","3.872","2.250","70.50"
"2250mAh 1s 1C 2.25A","1014.000","3.871","2.250","70.50"
"2250mAh 1s 1C 2.25A","1015.000","3.871","2.250","70.50"
"2250mAh 1s 1C 2.25A","1016.000","3.871","2.250","70.60"
"2250mAh 1s 1C 2.25A","1017.000","3.871","2.250","70.40"
"2250mAh 1s 1C 2.25A","1018.000","3.871","2.250","70.50"
"2250mAh 1s 1C 2.25A","1019.000","3.871","2.250","70.50"
"2250mAh 1s 1C 2.25A","1020.000","3.870","2.250","70.40"
"2250mAh 1s 1C 2.25A","1021.000","3.870","2.250","70.50"
"2250mAh 1s 1C 2.25A","1022.000","3.870","2.250","70.50"
"2250mAh 1s 1C 2.25A","1023.000","3.870","2.250","70.50"
"2250mAh 1s 1C 2.25A","1024.000","3.870","2.250","70.50"
"2250mAh 1s 1C 2.25A","1025.000","3.870","2.250","70.40"
"2250mAh 1s 1C 2.25A","1026.000","3.870","2.250","70.40"
"2250mAh 1s 1C 2.25A","1027.000","3.870","2.250","70.40"
"2250mAh 1s 1C 2.25A","1028.000","3.870","2.250","70.40"
"2250mAh 1s 1C 2.25A","1029.000","3.868","2.250","70.40"
"2250mAh 1s 1C 2.25A","1030.000","3.868","2.250","70.40"
"2250mAh 1s 1C 2.25A","1031.000","3.868","2.250","70.50"
"2250mAh 1s 1C 2.25A","1032.000","3.867","2.250","70.50"
"2250mAh 1s 1C 2.25A","1033.000","3.867","2.250","70.40"
"2250mAh 1s 1C 2.25A","1034.000","3.867","2.250","70.40"
"2250mAh 1s 1C 2.25A","1035.000","3.867","2.250","70.40"
"2250mAh 1s 1C 2.25A","1036.000","3.867","2.250","70.50"
"2250mAh 1s 1C 2.25A","1037.000","3.867","2.250","70.50"
"2250mAh 1s 1C 2.25A","1038.000","3.867","2.250","70.50"
"2250mAh 1s 1C 2.25A","1039.000","3.867","2.250","70.40"
"2250mAh 1s 1C 2.25A","1040.000","3.867","2.250","70.40"
"2250mAh 1s 1C 2.25A","1041.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1042.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1043.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1044.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1045.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1046.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1047.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1048.000","3.866","2.250","70.40"
"2250mAh 1s 1C 2.25A","1049.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1050.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1051.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1052.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1053.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1054.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1055.000","3.863","2.250","70.50"
"2250mAh 1s 1C 2.25A","1056.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1057.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1058.000","3.865","2.250","70.40"
"2250mAh 1s 1C 2.25A","1059.000","3.863","2.250","70.40"
"2250mAh 1s 1C 2.25A","1060.000","3.863","2.250","70.40"
"2250mAh 1s 1C 2.25A","1061.000","3.863","2.250","70.40"
"2250mAh 1s 1C 2.25A","1062.000","3.863","2.250","70.30"
"2250mAh 1s 1C 2.25A","1063.000","3.863","2.250","70.40"
"2250mAh 1s 1C 2.25A","1064.000","3.862","2.250","70.30"
"2250mAh 1s 1C 2.25A","1065.000","3.862","2.250","70.30"
"2250mAh 1s 1C 2.25A","1066.000","3.862","2.250","70.40"
"2250mAh 1s 1C 2.25A","1067.000","3.862","2.250","70.40"
"2250mAh 1s 1C 2.25A","1068.000","3.862","2.250","70.30"
"2250mAh 1s 1C 2.25A","1069.000","3.862","2.250","70.40"
"2250mAh 1s 1C 2.25A","1070.000","3.862","2.250","70.40"
"2250mAh 1s 1C 2.25A","1071.000","3.861","2.250","70.40"
"2250mAh 1s 1C 2.25A","1072.000","3.861","2.250","70.40"
"2250mAh 1s 1C 2.25A","1073.000","3.862","2.250","70.30"
"2250mAh 1s 1C 2.25A","1074.000","3.861","2.250","70.30"
"2250mAh 1s 1C 2.25A","1075.000","3.861","2.250","70.30"
"2250mAh 1s 1C 2.25A","1076.000","3.860","2.250","70.40"
"2250mAh 1s 1C 2.25A","1077.000","3.860","2.250","70.40"
"2250mAh 1s 1C 2.25A","1078.000","3.860","2.250","70.30"
"2250mAh 1s 1C 2.25A","1079.000","3.860","2.250","70.30"
"2250mAh 1s 1C 2.25A","1080.000","3.858","2.250","70.40"
"2250mAh 1s 1C 2.25A","1081.000","3.858","2.250","70.40"
"2250mAh 1s 1C 2.25A","1082.000","3.858","2.250","70.30"
"2250mAh 1s 1C 2.25A","1083.000","3.858","2.250","70.30"
"2250mAh 1s 1C 2.25A","1084.000","3.857","2.250","70.30"
"2250mAh 1s 1C 2.25A","1085.000","3.857","2.250","70.30"
"2250mAh 1s 1C 2.25A","1086.000","3.857","2.250","70.30"
"2250mAh 1s 1C 2.25A","1087.000","3.857","2.250","70.40"
"2250mAh 1s 1C 2.25A","1088.000","3.857","2.250","70.40"
"2250mAh 1s 1C 2.25A","1089.000","3.857","2.250","70.40"
"2250mAh 1s 1C 2.25A","1090.000","3.857","2.250","70.30"
"2250mAh 1s 1C 2.25A","1091.000","3.857","2.250","70.30"
"2250mAh 1s 1C 2.25A","1092.000","3.856","2.250","70.30"
"2250mAh 1s 1C 2.25A","1093.000","3.856","2.250","70.30"
"2250mAh 1s 1C 2.25A","1094.000","3.856","2.250","70.30"
"2250mAh 1s 1C 2.25A","1095.000","3.856","2.250","70.40"
"2250mAh 1s 1C 2.25A","1096.000","3.856","2.250","70.40"
"2250mAh 1s 1C 2.25A","1097.000","3.856","2.250","70.30"
"2250mAh 1s 1C 2.25A","1098.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1099.000","3.855","2.250","70.40"
"2250mAh 1s 1C 2.25A","1100.000","3.855","2.250","70.40"
"2250mAh 1s 1C 2.25A","1101.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1102.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1103.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1104.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1105.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1106.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1107.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1108.000","3.855","2.250","70.30"
"2250mAh 1s 1C 2.25A","1109.000","3.853","2.250","70.40"
"2250mAh 1s 1C 2.25A","1110.000","3.853","2.250","70.30"
"2250mAh 1s 1C 2.25A","1111.000","3.853","2.250","70.30"
"2250mAh 1s 1C 2.25A","1112.000","3.853","2.250","70.20"
"2250mAh 1s 1C 2.25A","1113.000","3.853","2.250","70.30"
"2250mAh 1s 1C 2.25A","1114.000","3.853","2.250","70.30"
"2250mAh 1s 1C 2.25A","1115.000","3.852","2.250","70.30"
"2250mAh 1s 1C 2.25A","1116.000","3.853","2.250","70.30"
"2250mAh 1s 1C 2.25A","1117.000","3.852","2.250","70.30"
"2250mAh 1s 1C 2.25A","1118.000","3.852","2.250","70.30"
"2250mAh 1s 1C 2.25A","1119.000","3.852","2.250","70.20"
"2250mAh 1s 1C 2.25A","1120.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1121.000","3.852","2.250","70.30"
"2250mAh 1s 1C 2.25A","1122.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1123.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1124.000","3.851","2.250","70.20"
"2250mAh 1s 1C 2.25A","1125.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1126.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1127.000","3.851","2.250","70.30"
"2250mAh 1s 1C 2.25A","1128.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1129.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1130.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1131.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1132.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1133.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1134.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1135.000","3.849","2.250","70.30"
"2250mAh 1s 1C 2.25A","1136.000","3.848","2.250","70.20"
"2250mAh 1s 1C 2.25A","1137.000","3.848","2.250","70.30"
"2250mAh 1s 1C 2.25A","1138.000","3.848","2.250","70.30"
"2250mAh 1s 1C 2.25A","1139.000","3.848","2.250","70.30"
"2250mAh 1s 1C 2.25A","1140.000","3.848","2.250","70.30"
"2250mAh 1s 1C 2.25A","1141.000","3.848","2.250","70.30"
"2250mAh 1s 1C 2.25A","1142.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1143.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1144.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1145.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1146.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1147.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1148.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1149.000","3.847","2.250","70.30"
"2250mAh 1s 1C 2.25A","1150.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1151.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1152.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1153.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1154.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1155.000","3.846","2.250","70.20"
"2250mAh 1s 1C 2.25A","1156.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1157.000","3.846","2.250","70.30"
"2250mAh 1s 1C 2.25A","1158.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1159.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1160.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1161.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1162.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1163.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1164.000","3.844","2.250","70.20"
"2250mAh 1s 1C 2.25A","1165.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1166.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1167.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1168.000","3.844","2.250","70.30"
"2250mAh 1s 1C 2.25A","1169.000","3.843","2.250","70.30"
"2250mAh 1s 1C 2.25A","1170.000","3.843","2.250","70.30"
"2250mAh 1s 1C 2.25A","1171.000","3.843","2.250","70.20"
"2250mAh 1s 1C 2.25A","1172.000","3.843","2.250","70.30"
"2250mAh 1s 1C 2.25A","1173.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1174.000","3.843","2.250","70.30"
"2250mAh 1s 1C 2.25A","1175.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1176.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1177.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1178.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1179.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1180.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1181.000","3.842","2.250","70.30"
"2250mAh 1s 1C 2.25A","1182.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1183.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1184.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1185.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1186.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1187.000","3.841","2.250","70.30"
"2250mAh 1s 1C 2.25A","1188.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1189.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1190.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1191.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1192.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1193.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1194.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1195.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1196.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1197.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1198.000","3.838","2.250","70.30"
"2250mAh 1s 1C 2.25A","1199.000","3.839","2.250","70.30"
"2250mAh 1s 1C 2.25A","1200.000","3.838","2.250","70.20"
"2250mAh 1s 1C 2.25A","1201.000","3.838","2.250","70.30"
"2250mAh 1s 1C 2.25A","1202.000","3.838","2.250","70.20"
"2250mAh 1s 1C 2.25A","1203.000","3.838","2.250","70.30"
"2250mAh 1s 1C 2.25A","1204.000","3.838","2.250","70.30"
"2250mAh 1s 1C 2.25A","1205.000","3.837","2.250","70.30"
"2250mAh 1s 1C 2.25A","1206.000","3.837","2.250","70.30"
"2250mAh 1s 1C 2.25A","1207.000","3.837","2.250","70.30"
"2250mAh 1s 1C 2.25A","1208.000","3.837","2.250","70.30"
"2250mAh 1s 1C 2.25A","1209.000","3.837","2.250","70.30"
"2250mAh 1s 1C 2.25A","1210.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1211.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1212.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1213.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1214.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1215.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1216.000","3.836","2.250","70.30"
"2250mAh 1s 1C 2.25A","1217.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1218.000","3.834","2.250","70.20"
"2250mAh 1s 1C 2.25A","1219.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1220.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1221.000","3.834","2.250","70.20"
"2250mAh 1s 1C 2.25A","1222.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1223.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1224.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1225.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1226.000","3.834","2.250","70.30"
"2250mAh 1s 1C 2.25A","1227.000","3.833","2.250","70.20"
"2250mAh 1s 1C 2.25A","1228.000","3.833","2.250","70.30"
"2250mAh 1s 1C 2.25A","1229.000","3.833","2.250","70.20"
"2250mAh 1s 1C 2.25A","1230.000","3.833","2.250","70.30"
"2250mAh 1s 1C 2.25A","1231.000","3.833","2.250","70.30"
"2250mAh 1s 1C 2.25A","1232.000","3.833","2.250","70.30"
"2250mAh 1s 1C 2.25A","1233.000","3.833","2.250","70.30"
"2250mAh 1s 1C 2.25A","1234.000","3.832","2.250","70.30"
"2250mAh 1s 1C 2.25A","1235.000","3.832","2.250","70.30"
"2250mAh 1s 1C 2.25A","1236.000","3.832","2.250","70.20"
"2250mAh 1s 1C 2.25A","1237.000","3.832","2.250","70.20"
"2250mAh 1s 1C 2.25A","1238.000","3.832","2.250","70.30"
"2250mAh 1s 1C 2.25A","1239.000","3.832","2.250","70.30"
"2250mAh 1s 1C 2.25A","1240.000","3.832","2.250","70.30"
"2250mAh 1s 1C 2.25A","1241.000","3.831","2.250","70.20"
"2250mAh 1s 1C 2.25A","1242.000","3.831","2.250","70.30"
"2250mAh 1s 1C 2.25A","1243.000","3.831","2.250","70.30"
"2250mAh 1s 1C 2.25A","1244.000","3.831","2.250","70.30"
"2250mAh 1s 1C 2.25A","1245.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1246.000","3.831","2.250","70.30"
"2250mAh 1s 1C 2.25A","1247.000","3.829","2.250","70.20"
"2250mAh 1s 1C 2.25A","1248.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1249.000","3.829","2.250","70.20"
"2250mAh 1s 1C 2.25A","1250.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1251.000","3.829","2.250","70.20"
"2250mAh 1s 1C 2.25A","1252.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1253.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1254.000","3.829","2.250","70.30"
"2250mAh 1s 1C 2.25A","1255.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1256.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1257.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1258.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1259.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1260.000","3.828","2.250","70.30"
"2250mAh 1s 1C 2.25A","1261.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1262.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1263.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1264.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1265.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1266.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1267.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1268.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1269.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1270.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1271.000","3.827","2.250","70.30"
"2250mAh 1s 1C 2.25A","1272.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1273.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1274.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1275.000","3.826","2.250","70.20"
"2250mAh 1s 1C 2.25A","1276.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1277.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1278.000","3.826","2.250","70.30"
"2250mAh 1s 1C 2.25A","1279.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1280.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1281.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1282.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1283.000","3.824","2.250","70.20"
"2250mAh 1s 1C 2.25A","1284.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1285.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1286.000","3.823","2.250","70.30"
"2250mAh 1s 1C 2.25A","1287.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1288.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1289.000","3.824","2.250","70.30"
"2250mAh 1s 1C 2.25A","1290.000","3.823","2.250","70.40"
"2250mAh 1s 1C 2.25A","1291.000","3.823","2.250","70.30"
"2250mAh 1s 1C 2.25A","1292.000","3.823","2.250","70.30"
"2250mAh 1s 1C 2.25A","1293.000","3.823","2.250","70.40"
"2250mAh 1s 1C 2.25A","1294.000","3.823","2.250","70.30"
"2250mAh 1s 1C 2.25A","1295.000","3.823","2.250","70.30"
"2250mAh 1s 1C 2.25A","1296.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1297.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1298.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1299.000","3.822","2.250","70.20"
"2250mAh 1s 1C 2.25A","1300.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1301.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1302.000","3.822","2.250","70.30"
"2250mAh 1s 1C 2.25A","1303.000","3.822","2.250","70.40"
"2250mAh 1s 1C 2.25A","1304.000","3.821","2.250","70.30"
"2250mAh 1s 1C 2.25A","1305.000","3.821","2.250","70.30"
"2250mAh 1s 1C 2.25A","1306.000","3.821","2.250","70.30"
"2250mAh 1s 1C 2.25A","1307.000","3.821","2.250","70.30"
"2250mAh 1s 1C 2.25A","1308.000","3.821","2.250","70.30"
"2250mAh 1s 1C 2.25A","1309.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1310.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1311.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1312.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1313.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1314.000","3.819","2.250","70.40"
"2250mAh 1s 1C 2.25A","1315.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1316.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1317.000","3.819","2.250","70.40"
"2250mAh 1s 1C 2.25A","1318.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1319.000","3.819","2.250","70.30"
"2250mAh 1s 1C 2.25A","1320.000","3.819","2.250","70.40"
"2250mAh 1s 1C 2.25A","1321.000","3.818","2.250","70.40"
"2250mAh 1s 1C 2.25A","1322.000","3.818","2.250","70.30"
"2250mAh 1s 1C 2.25A","1323.000","3.818","2.250","70.40"
"2250mAh 1s 1C 2.25A","1324.000","3.818","2.250","70.30"
"2250mAh 1s 1C 2.25A","1325.000","3.818","2.250","70.30"
"2250mAh 1s 1C 2.25A","1326.000","3.818","2.250","70.30"
"2250mAh 1s 1C 2.25A","1327.000","3.817","2.250","70.40"
"2250mAh 1s 1C 2.25A","1328.000","3.817","2.250","70.30"
"2250mAh 1s 1C 2.25A","1329.000","3.817","2.250","70.40"
"2250mAh 1s 1C 2.25A","1330.000","3.817","2.250","70.30"
"2250mAh 1s 1C 2.25A","1331.000","3.817","2.250","70.30"
"2250mAh 1s 1C 2.25A","1332.000","3.816","2.250","70.40"
"2250mAh 1s 1C 2.25A","1333.000","3.816","2.250","70.30"
"2250mAh 1s 1C 2.25A","1334.000","3.816","2.250","70.30"
"2250mAh 1s 1C 2.25A","1335.000","3.816","2.250","70.30"
"2250mAh 1s 1C 2.25A","1336.000","3.816","2.250","70.40"
"2250mAh 1s 1C 2.25A","1337.000","3.816","2.250","70.30"
"2250mAh 1s 1C 2.25A","1338.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1339.000","3.814","2.250","70.40"
"2250mAh 1s 1C 2.25A","1340.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1341.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1342.000","3.814","2.250","70.40"
"2250mAh 1s 1C 2.25A","1343.000","3.814","2.250","70.40"
"2250mAh 1s 1C 2.25A","1344.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1345.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1346.000","3.814","2.250","70.40"
"2250mAh 1s 1C 2.25A","1347.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1348.000","3.814","2.250","70.30"
"2250mAh 1s 1C 2.25A","1349.000","3.813","2.250","70.30"
"2250mAh 1s 1C 2.25A","1350.000","3.813","2.250","70.40"
"2250mAh 1s 1C 2.25A","1351.000","3.813","2.250","70.30"
"2250mAh 1s 1C 2.25A","1352.000","3.813","2.250","70.30"
"2250mAh 1s 1C 2.25A","1353.000","3.813","2.250","70.40"
"2250mAh 1s 1C 2.25A","1354.000","3.813","2.250","70.40"
"2250mAh 1s 1C 2.25A","1355.000","3.813","2.250","70.40"
"2250mAh 1s 1C 2.25A","1356.000","3.812","2.250","70.40"
"2250mAh 1s 1C 2.25A","1357.000","3.812","2.250","70.30"
"2250mAh 1s 1C 2.25A","1358.000","3.812","2.250","70.40"
"2250mAh 1s 1C 2.25A","1359.000","3.812","2.250","70.30"
"2250mAh 1s 1C 2.25A","1360.000","3.812","2.250","70.30"
"2250mAh 1s 1C 2.25A","1361.000","3.812","2.250","70.30"
"2250mAh 1s 1C 2.25A","1362.000","3.812","2.250","70.30"
"2250mAh 1s 1C 2.25A","1363.000","3.811","2.250","70.30"
